credit_duration(month),credit_amount,duration_of_current_employment,installment_percent,guarantors,duration_in_current_address,age,concurrent_credits,no_of_credits_at_the_bank,no_of_dependents,telephone,account_type,payment_status_of_previous_loan,loan_purpose,savings_type,marital_status,most_valuable_asset,type_of_apartment,occupation,foreign_worker,label
30,2150,3,4,3,2,24,1,1,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,financial assets,one-bedroom apartment,service and sales,no,1
36,2820,2,4,1,4,27,3,2,1,1,current,paid,purchase a vehicle,high-yield savings accounts,widowed,real property,one-bedroom apartment,service and sales,no,1
48,3060,4,4,1,4,28,3,2,1,1,current,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
18,2600,3,4,1,4,65,3,2,1,1,savings,opted to pay,investments for future,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
21,5003,3,1,1,4,29,1,2,1,2,corporate,defaulted,purchase a vehicle,savings account,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
60,6288,3,4,1,4,42,3,1,1,1,current,opted to pay,home repairs,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,2538,5,4,1,4,47,3,2,2,1,corporate,partly paid,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
9,1478,4,4,1,2,22,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
39,4933,4,2,3,2,25,3,2,1,1,current,paid,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
18,1530,3,3,1,2,32,1,2,1,1,corporate,paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
9,1437,4,2,1,3,29,3,1,1,1,current,active,purchase a vehicle,individual retirement accounts,married,financial assets,one-bedroom apartment,service and sales,no,1
15,1275,3,4,1,2,24,3,1,1,1,savings,opted to pay,emergency medical bills,savings account,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
24,1823,1,4,1,2,30,2,1,2,1,savings,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
9,1422,2,3,1,2,27,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,1
18,1217,3,4,1,3,47,3,1,1,2,savings,opted to pay,emergency medical bills,high-yield savings accounts,single,human capital,one-bedroom apartment,skilled trades and technical,no,1
36,9271,4,2,1,1,24,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
36,2145,4,2,1,1,24,3,2,1,2,savings,partly paid,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
36,1842,2,4,1,4,34,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
18,4297,5,4,1,3,40,3,1,1,2,current,partly paid,travel and vacations,high-yield savings accounts,widowed,financial assets,one-bedroom apartment,professional and managerial,no,1
6,3384,3,1,1,4,44,3,1,1,2,savings,paid,travel and vacations,high-yield savings accounts,widowed,human capital,two or multi-bedroom apartment,professional and managerial,no,1
18,1245,3,4,1,2,33,3,1,1,1,current,paid,investments for future,high-yield savings accounts,single,real property,one-bedroom apartment,service and sales,no,1
15,4623,3,3,1,2,40,3,1,1,2,corporate,opted to pay,home repairs,individual retirement accounts,married,intellectual property,one-bedroom apartment,professional and managerial,no,1
30,8386,4,2,1,2,49,3,1,1,1,current,paid,travel and vacations,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
24,1024,2,4,1,4,48,2,1,1,1,savings,partly paid,investments for future,high-yield savings accounts,single,human capital,one-bedroom apartment,service and sales,no,1
36,14318,5,4,1,2,57,3,1,1,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,1
6,433,2,4,1,2,24,1,1,2,1,current,active,home repairs,certificate of deposit,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
12,2149,3,4,1,1,29,3,1,1,1,savings,active,investments for future,high-yield savings accounts,widowed,financial assets,studio apartment,service and sales,no,1
24,2397,5,3,1,2,35,1,2,1,2,corporate,opted to pay,investments for future,money market accounts,married,real property,one-bedroom apartment,service and sales,no,1
6,931,2,1,1,1,32,2,1,1,1,current,active,purchase a vehicle,individual retirement accounts,divorced,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
15,1512,3,3,1,3,61,2,2,1,1,current,partly paid,consolidating debt,certificate of deposit,single,intellectual property,one-bedroom apartment,service and sales,no,1
24,4241,3,1,1,4,36,3,3,1,2,current,defaulted,student loan,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
24,4736,2,2,1,4,25,1,1,1,1,current,paid,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,skilled trades and technical,no,1
15,1778,2,2,1,1,26,3,2,1,1,current,defaulted,purchase a vehicle,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,manufacturing and production,no,1
15,2327,2,2,1,3,25,3,1,1,1,entrepreneur,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,1
24,6872,2,2,1,1,55,1,1,1,2,savings,active,travel and vacations,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,service and sales,no,1
12,795,2,4,1,4,53,3,1,1,1,savings,opted to pay,home repairs,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
30,1908,5,4,1,4,66,3,1,1,2,entrepreneur,partly paid,student loan,high-yield savings accounts,married,human capital,one-bedroom apartment,professional and managerial,no,1
36,1953,5,4,1,4,61,3,1,1,2,current,defaulted,student loan,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,1
18,2864,3,2,1,1,34,3,1,2,1,entrepreneur,opted to pay,travel and vacations,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
21,2319,2,2,1,1,33,3,1,1,1,entrepreneur,paid,home repairs,high-yield savings accounts,widowed,real property,two or multi-bedroom apartment,service and sales,no,1
24,915,5,4,1,2,29,1,1,1,1,savings,opted to pay,purchase a vehicle,savings account,divorced,real property,one-bedroom apartment,service and sales,no,1
24,947,4,4,1,3,38,1,1,2,1,entrepreneur,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,1381,3,4,1,2,35,3,1,1,1,savings,opted to pay,purchase a vehicle,savings account,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
24,1285,4,4,1,4,32,3,1,1,1,savings,opted to pay,purchase a vehicle,savings account,divorced,financial assets,two or multi-bedroom apartment,service and sales,no,1
24,1371,3,4,1,4,25,3,1,1,1,savings,opted to pay,purchase a vehicle,savings account,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
18,1042,3,4,1,2,33,3,1,1,1,current,opted to pay,purchase a vehicle,savings account,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
12,900,3,4,1,2,23,3,1,1,1,savings,opted to pay,purchase a vehicle,savings account,single,real property,one-bedroom apartment,service and sales,no,1
24,1207,2,4,1,4,24,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
18,2278,2,3,1,3,28,3,2,1,1,current,defaulted,purchase a vehicle,individual retirement accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
60,6836,5,3,1,4,63,3,2,1,2,savings,partly paid,student loan,high-yield savings accounts,married,financial assets,one-bedroom apartment,service and sales,no,1
24,3345,5,4,1,2,39,3,1,1,2,savings,opted to pay,travel and vacations,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,professional and managerial,no,1
6,1198,5,4,1,4,35,3,1,1,1,savings,active,home repairs,high-yield savings accounts,divorced,financial assets,studio apartment,service and sales,no,1
48,15672,3,2,1,2,23,3,1,1,2,current,opted to pay,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
60,7297,5,4,2,4,36,3,1,1,1,savings,opted to pay,student loan,high-yield savings accounts,married,financial assets,two or multi-bedroom apartment,service and sales,no,1
18,1943,2,4,1,4,23,3,1,1,1,corporate,opted to pay,consolidating debt,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
18,3190,3,2,1,2,24,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
9,5129,5,2,1,4,74,1,1,2,2,current,active,weddings,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,1
18,1808,4,4,1,1,22,3,1,1,1,corporate,partly paid,travel and vacations,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
10,1240,5,1,1,4,48,3,1,2,1,entrepreneur,opted to pay,purchase a vehicle,individual retirement accounts,divorced,financial assets,studio apartment,skilled trades and technical,no,1
12,759,4,4,1,2,26,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
8,1237,3,3,1,4,24,3,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
9,1980,2,2,2,2,19,3,2,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
48,10961,4,1,2,2,27,1,2,1,2,current,opted to pay,investments for future,certificate of deposit,married,financial assets,one-bedroom apartment,service and sales,no,1
36,6887,3,4,1,3,29,2,1,1,2,savings,partly paid,home repairs,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
24,1938,2,4,1,3,32,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,widowed,intellectual property,one-bedroom apartment,service and sales,no,1
21,1835,3,3,1,2,25,3,2,1,2,savings,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
24,1659,2,4,1,2,29,3,1,1,2,savings,partly paid,investments for future,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
6,1209,1,4,1,4,47,3,1,1,2,current,partly paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,professional and managerial,no,1
48,3844,4,4,1,4,34,3,1,2,1,current,defaulted,student loan,individual retirement accounts,married,financial assets,studio apartment,skilled trades and technical,no,1
12,4843,5,3,2,4,43,3,2,1,2,savings,paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,1
12,639,3,4,1,2,30,3,1,1,1,current,opted to pay,consolidating debt,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
48,5951,3,2,1,2,22,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
36,3804,3,4,1,1,42,3,1,1,2,current,defaulted,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
36,4463,3,4,1,2,26,3,2,1,2,corporate,partly paid,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
36,7980,2,4,1,4,27,3,2,1,2,corporate,partly paid,student loan,savings account,married,real property,two or multi-bedroom apartment,service and sales,no,1
36,4210,3,4,1,2,26,3,1,1,1,entrepreneur,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
6,4611,2,1,1,4,32,3,1,1,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
24,11560,3,1,1,4,23,3,2,1,1,current,opted to pay,weddings,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,professional and managerial,no,1
18,4165,3,2,1,2,36,2,2,2,1,corporate,defaulted,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
24,4057,4,3,1,3,43,3,1,1,2,current,opted to pay,travel and vacations,high-yield savings accounts,widowed,real property,one-bedroom apartment,service and sales,no,1
18,6458,5,2,1,4,39,1,2,2,2,corporate,active,purchase a vehicle,high-yield savings accounts,married,financial assets,one-bedroom apartment,professional and managerial,no,1
12,1386,3,2,1,2,26,3,1,1,1,corporate,opted to pay,purchase a vehicle,money market accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
36,1977,5,4,1,4,40,3,1,1,2,savings,opted to pay,home repairs,savings account,married,financial assets,one-bedroom apartment,professional and managerial,no,1
18,1928,2,2,1,2,31,3,2,1,1,current,paid,travel and vacations,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
12,1123,3,4,1,4,29,3,1,1,1,corporate,opted to pay,travel and vacations,money market accounts,divorced,real property,two or multi-bedroom apartment,skilled trades and technical,no,1
24,11328,3,2,2,3,29,1,2,1,2,current,opted to pay,purchasing a home,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
24,11938,3,2,2,3,39,3,2,2,2,current,paid,purchasing a home,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
27,2520,3,4,1,2,23,3,2,1,1,current,paid,investments for future,money market accounts,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
30,1919,2,4,1,3,30,2,2,1,1,current,partly paid,investments for future,individual retirement accounts,married,financial assets,one-bedroom apartment,professional and managerial,no,1
60,14782,5,3,1,4,60,1,2,1,2,current,active,purchasing a home,individual retirement accounts,divorced,financial assets,studio apartment,professional and managerial,no,1
36,2671,3,4,2,4,50,3,1,1,1,current,opted to pay,investments for future,individual retirement accounts,divorced,financial assets,studio apartment,service and sales,no,1
36,12612,3,1,1,4,47,3,1,2,2,current,opted to pay,home repairs,individual retirement accounts,married,financial assets,studio apartment,service and sales,no,1
45,3031,3,4,3,4,21,3,1,1,1,current,opted to pay,investments for future,individual retirement accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,1
12,626,3,4,1,4,24,1,1,1,1,savings,active,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,1
24,1935,5,4,1,4,31,3,2,1,2,current,paid,student loan,high-yield savings accounts,widowed,human capital,one-bedroom apartment,service and sales,no,1
24,1344,4,4,1,2,37,1,2,2,1,entrepreneur,paid,purchase a vehicle,savings account,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
18,1533,2,4,2,1,43,3,1,2,1,corporate,opted to pay,travel and vacations,high-yield savings accounts,single,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
48,3931,4,4,1,4,46,3,1,2,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,3349,2,4,1,4,30,3,1,2,2,savings,active,travel and vacations,money market accounts,married,financial assets,studio apartment,service and sales,no,1
36,2302,3,4,1,4,31,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,widowed,real property,two or multi-bedroom apartment,service and sales,no,1
42,3965,2,4,1,3,34,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,727,2,4,1,3,33,3,1,1,2,savings,opted to pay,investments for future,individual retirement accounts,single,financial assets,one-bedroom apartment,skilled trades and technical,no,1
48,3914,3,4,1,2,38,1,1,1,1,corporate,opted to pay,student loan,savings account,widowed,human capital,one-bedroom apartment,service and sales,no,1
48,4308,2,3,1,4,24,3,1,1,1,savings,opted to pay,student loan,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
12,1534,2,1,1,1,23,3,1,1,1,current,opted to pay,investments for future,high-yield savings accounts,single,human capital,two or multi-bedroom apartment,service and sales,no,1
18,2775,4,2,1,2,31,1,2,1,1,corporate,paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
40,5998,3,4,1,3,27,1,1,1,2,savings,paid,home repairs,high-yield savings accounts,married,financial assets,one-bedroom apartment,service and sales,no,1
15,1271,3,3,1,4,39,3,2,1,2,entrepreneur,paid,investments for future,savings account,married,financial assets,studio apartment,service and sales,no,1
12,1295,2,3,1,1,25,3,1,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
36,9398,2,1,1,4,28,3,1,1,2,current,opted to pay,weddings,high-yield savings accounts,single,real property,two or multi-bedroom apartment,professional and managerial,no,1
12,951,2,4,1,4,27,1,4,1,1,current,opted to pay,travel and vacations,individual retirement accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
24,1355,2,3,1,4,25,3,1,1,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,one-bedroom apartment,skilled trades and technical,no,1
48,3051,3,3,1,4,54,3,1,1,1,savings,opted to pay,emergency medical bills,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
36,7855,3,4,1,2,25,2,2,1,2,corporate,paid,purchase a vehicle,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
18,433,1,3,2,4,22,3,1,1,1,corporate,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
36,9572,2,1,1,1,28,3,2,1,1,corporate,partly paid,student loan,high-yield savings accounts,widowed,real property,one-bedroom apartment,service and sales,no,1
24,1837,4,4,1,4,34,1,1,1,1,current,active,home repairs,high-yield savings accounts,divorced,financial assets,studio apartment,skilled trades and technical,no,1
30,4249,1,4,1,2,28,3,2,1,1,current,paid,purchase a vehicle,high-yield savings accounts,single,real property,one-bedroom apartment,professional and managerial,no,1
30,5234,1,4,1,2,28,3,2,1,1,current,paid,purchase a vehicle,high-yield savings accounts,single,real property,one-bedroom apartment,professional and managerial,no,1
48,6758,3,3,1,2,31,3,1,1,2,savings,opted to pay,investments for future,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
9,1366,2,3,1,4,22,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
24,1358,5,4,1,3,40,2,1,1,2,savings,active,purchasing a home,savings account,married,real property,one-bedroom apartment,professional and managerial,no,1
18,2473,1,4,1,1,25,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,manufacturing and production,no,1
9,1337,2,4,1,2,34,3,2,1,2,entrepreneur,defaulted,investments for future,high-yield savings accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
48,7763,5,4,1,4,42,1,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,professional and managerial,no,1
15,1264,3,2,1,2,25,3,1,1,1,current,active,purchase a vehicle,individual retirement accounts,single,intellectual property,two or multi-bedroom apartment,service and sales,no,1
15,2631,3,2,1,4,28,3,2,1,2,current,opted to pay,purchase a vehicle,individual retirement accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
48,6560,4,3,1,2,24,3,1,1,1,current,opted to pay,purchase a vehicle,individual retirement accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
24,3123,2,4,1,1,27,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,service and sales,no,1
36,8065,3,3,1,2,25,3,2,1,2,savings,paid,home repairs,high-yield savings accounts,divorced,financial assets,one-bedroom apartment,professional and managerial,no,1
24,2439,2,4,1,4,35,3,1,1,2,savings,opted to pay,investments for future,high-yield savings accounts,divorced,human capital,one-bedroom apartment,service and sales,no,1
36,9034,2,4,2,1,29,3,1,1,2,current,opted to pay,travel and vacations,individual retirement accounts,married,financial assets,two or multi-bedroom apartment,professional and managerial,no,1
60,14027,4,4,1,2,27,3,1,1,2,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,financial assets,one-bedroom apartment,professional and managerial,no,1
36,9629,4,4,1,4,24,3,2,1,2,savings,paid,weddings,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,1484,3,2,1,1,25,3,1,1,2,current,opted to pay,investments for future,savings account,single,human capital,one-bedroom apartment,service and sales,no,1
18,1131,1,4,1,2,33,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
24,2064,1,3,1,2,34,3,1,1,2,current,partly paid,travel and vacations,high-yield savings accounts,divorced,intellectual property,one-bedroom apartment,professional and managerial,no,1
18,12976,1,3,1,4,38,3,1,1,2,current,opted to pay,weddings,high-yield savings accounts,divorced,financial assets,studio apartment,professional and managerial,no,1
21,2580,2,4,1,2,41,1,1,2,1,corporate,partly paid,student loan,money market accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
27,2570,3,3,1,3,21,3,1,1,1,corporate,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
27,3915,3,4,1,2,36,3,1,2,2,current,opted to pay,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
10,1309,3,4,3,4,27,3,1,1,1,corporate,opted to pay,purchase a vehicle,savings account,married,intellectual property,one-bedroom apartment,skilled trades and technical,no,1
24,4817,4,2,2,3,31,3,1,1,2,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
12,2579,2,4,1,1,33,3,1,2,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
36,2225,5,4,1,4,57,1,2,1,2,current,partly paid,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
18,4153,3,2,2,3,42,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
18,3114,2,1,1,4,26,3,1,1,1,savings,defaulted,travel and vacations,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
18,2124,3,4,1,4,24,3,2,1,1,savings,paid,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
18,1553,3,4,1,3,44,1,1,1,1,savings,active,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
30,2406,4,4,1,4,23,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
24,1333,1,4,1,2,43,3,2,2,1,savings,partly paid,purchase a vehicle,high-yield savings accounts,married,human capital,studio apartment,service and sales,no,1
48,7119,3,3,1,4,53,3,2,2,1,savings,defaulted,travel and vacations,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,4870,3,3,1,4,53,3,2,2,1,savings,partly paid,purchase a vehicle,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
12,691,5,4,1,3,35,3,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
42,4370,4,3,1,2,26,1,2,2,2,savings,partly paid,investments for future,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
36,2746,5,4,1,4,31,1,1,1,1,savings,active,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
24,4110,5,3,1,4,23,1,2,2,1,savings,defaulted,travel and vacations,high-yield savings accounts,married,financial assets,two or multi-bedroom apartment,service and sales,no,1
18,2462,3,2,1,2,22,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,1282,3,2,1,4,20,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
12,2969,2,4,1,3,25,3,2,1,1,current,defaulted,travel and vacations,high-yield savings accounts,divorced,intellectual property,two or multi-bedroom apartment,service and sales,no,1
48,4605,5,3,1,4,24,3,2,2,1,savings,defaulted,weddings,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
48,6331,5,4,1,4,46,3,2,1,2,savings,paid,weddings,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
24,3552,4,3,1,4,27,1,1,1,1,savings,active,travel and vacations,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
12,697,2,4,1,2,46,1,2,1,2,savings,active,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
24,1442,4,4,1,4,23,3,2,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,real property,two or multi-bedroom apartment,service and sales,no,1
27,5293,1,2,1,4,50,3,2,1,2,savings,defaulted,student loan,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
21,3414,2,2,1,1,26,2,2,1,1,savings,partly paid,home repairs,high-yield savings accounts,married,intellectual property,one-bedroom apartment,service and sales,no,1
18,2039,3,1,1,4,20,3,1,1,1,savings,opted to pay,travel and vacations,high-yield savings accounts,divorced,human capital,two or multi-bedroom apartment,service and sales,no,1
24,3161,3,4,1,2,31,1,1,1,2,savings,active,student loan,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,no,1
12,902,4,4,1,4,21,3,1,1,1,savings,opted to pay,starting or expanding a business,high-yield savings accounts,single,intellectual property,two or multi-bedroom apartment,service and sales,no,1
48,10297,4,4,1,4,39,3,3,2,2,savings,opted to pay,weddings,high-yield savings accounts,married,financial assets,studio apartment,service and sales,no,1
48,14421,3,2,1,2,25,2,1,1,2,current,defaulted,student loan,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
18,1056,5,3,3,3,30,3,2,1,1,current,paid,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,service and sales,no,1
12,1274,2,3,1,1,37,1,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,divorced,human capital,one-bedroom apartment,skilled trades and technical,no,1
12,1223,5,1,1,1,46,3,2,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,widowed,human capital,two or multi-bedroom apartment,service and sales,no,1
12,1372,4,2,1,3,36,3,1,1,1,savings,opted to pay,purchase a vehicle,high-yield savings accounts,widowed,real property,one-bedroom apartment,service and sales,no,1
16,2625,5,2,3,4,43,3,1,1,2,savings,paid,purchase a vehicle,high-yield savings accounts,married,intellectual property,two or multi-bedroom apartment,service and sales,yes,1
20,2235,3,4,3,2,33,1,2,1,1,savings,paid,purchase a vehicle,high-yield savings accounts,single,intellectual property,two or multi-bedroom apartment,service and sales,yes,1
9,959,3,1,1,2,29,1,1,1,1,current,opted to pay,travel and vacations,high-yield savings accounts,divorced,real property,one-bedroom apartment,service and sales,no,1
18,884,5,4,1,4,36,3,1,2,2,current,paid,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,service and sales,no,1
24,1246,2,4,1,2,23,1,1,1,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
36,8086,5,2,1,4,42,2,4,1,2,current,partly paid,purchase a vehicle,individual retirement accounts,married,real property,one-bedroom apartment,professional and managerial,no,1
48,10127,3,2,1,2,44,3,1,1,1,corporate,paid,purchase a vehicle,money market accounts,married,financial assets,studio apartment,service and sales,no,1
12,888,5,4,1,4,41,1,1,2,1,current,opted to pay,purchase a vehicle,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
12,719,5,4,1,4,41,1,1,2,1,corporate,opted to pay,home repairs,high-yield savings accounts,married,real property,one-bedroom apartment,skilled trades and technical,no,1
36,12389,3,1,1,4,37,1,1,1,2,current,opted to pay,purchase a vehicle,savings account,married,financial assets,studio apartment,service and sales,no,1
12,709,5,4,1,4,57,3,1,1,1,savings,opted to pay,investments for future,high-yield savings accounts,married,human capital,one-bedroom apartment,skilled trades and technical,no,1
